nct_id,study_type,phase,overall_status,enrollment,start_date,completion_date,sponsor_type,sponsor_name,primary_condition,duration_days
NCT100003722,Interventional,Phase 3,Terminated,518,2012-06-28,2013-02-06,Industry,Industry Sponsor #144,Obesity,223
NCT100003723,Interventional,Phase 3,Completed,198,2025-11-29,2025-12-31,Industry,Industry Sponsor #51,HIV Infections,32
NCT100003724,Interventional,Phase 3,Completed,107,2021-09-22,2024-05-25,Industry,Industry Sponsor #303,Hypertension,976
NCT100003725,Interventional,Phase 2,Terminated,19,2019-09-18,2020-07-13,Other,Other Sponsor #392,Migraine,299
NCT100003726,Interventional,Phase 2,Completed,29,2016-02-23,2017-09-20,Industry,Industry Sponsor #196,Multiple Sclerosis,575
NCT100003727,Interventional,Phase 2,Terminated,17,2012-12-17,2013-09-18,Other,Other Sponsor #12,Rheumatoid Arthritis,275
NCT100003728,Interventional,Phase 2,Withdrawn,1972,2022-12-20,2024-02-12,Industry,Industry Sponsor #61,Ulcerative Colitis,419
NCT100003729,Interventional,Phase 4,Completed,19,2017-01-29,2020-01-10,Industry,Industry Sponsor #88,Osteoarthritis,1076
NCT100003730,Interventional,Phase 1,Recruiting,248,2021-10-16,,Other,Other Sponsor #220,Non-Small Cell Lung Cancer,
NCT100003731,Interventional,Phase 4,Terminated,143,2012-12-03,2013-12-26,Other,Other Sponsor #230,Migraine,388
NCT100003732,Interventional,Phase 2,Completed,30,2013-01-08,2015-03-04,Industry,Industry Sponsor #166,Hypertension,785
NCT100003733,Interventional,Phase 2,Completed,149,2011-06-04,2013-01-08,Industry,Industry Sponsor #269,Migraine,584
NCT100003734,Interventional,Phase 2,"Active, not recruiting",12,2011-03-27,,Other,Other Sponsor #384,Ulcerative Colitis,
NCT100003735,Interventional,Phase 1,Completed,212,2022-07-03,2023-11-09,NIH,NIH Sponsor #309,Osteoarthritis,494
NCT100003736,Interventional,Phase 2,Terminated,1046,2018-07-27,2019-03-23,Industry,Industry Sponsor #365,Asthma,239
NCT100003737,Interventional,Phase 3,Completed,45,2022-09-11,2025-04-25,Industry,Industry Sponsor #263,Chronic Obstructive Pulmonary Disease,957
NCT100003738,Interventional,Phase 2,Unknown status,6,2013-03-22,,Other,Other Sponsor #351,Hypertension,
NCT100003739,Interventional,Phase 1,Recruiting,203,2011-01-15,,NIH,NIH Sponsor #93,Schizophrenia,
NCT100003740,Interventional,Phase 1,Recruiting,213,2020-06-22,,Other,Other Sponsor #281,Migraine,
NCT100003741,Interventional,Phase 1,Recruiting,55,2019-05-18,,NIH,NIH Sponsor #268,Major Depressive Disorder,
NCT100003742,Interventional,Phase 3,Completed,29,2024-12-25,2026-08-28,Other,Other Sponsor #251,Chronic Kidney Disease,611
NCT100003743,Interventional,Phase 2,Unknown status,466,2020-07-14,,Other,Other Sponsor #19,Type 2 Diabetes Mellitus,
NCT100003744,Interventional,Phase 2,Recruiting,33,2024-12-03,,Industry,Industry Sponsor #302,Chronic Kidney Disease,
NCT100003745,Interventional,Phase 2,Completed,42,2025-03-24,2025-12-31,Other,Other Sponsor #362,Obesity,282
NCT100003746,Interventional,Phase 3,Completed,47,2011-07-15,2014-08-18,NIH,NIH Sponsor #24,Multiple Sclerosis,1130
NCT100003747,Interventional,Phase 1,Completed,25,2025-04-17,2025-12-31,Industry,Industry Sponsor #315,Ulcerative Colitis,258
NCT100003748,Interventional,Phase 3,Unknown status,28,2013-11-19,,Other,Other Sponsor #98,HIV Infections,
NCT100003749,Interventional,Phase 1,Completed,120,2011-12-23,2014-06-06,Industry,Industry Sponsor #52,Chronic Obstructive Pulmonary Disease,896
NCT100003750,Interventional,Phase 2,Completed,131,2024-01-27,2025-12-31,Industry,Industry Sponsor #394,Type 2 Diabetes Mellitus,704
NCT100003751,Interventional,Phase 2,Terminated,93,2016-08-09,2017-04-19,Other,Other Sponsor #317,Alzheimer's Disease,253
NCT100003752,Interventional,Phase 1,Completed,52,2015-01-25,2017-06-25,Other,Other Sponsor #160,Ulcerative Colitis,882
NCT100003753,Interventional,Phase 2,Completed,5,2018-07-08,2022-05-25,Industry,Industry Sponsor #33,Parkinson's Disease,1417
NCT100003754,Interventional,Phase 4,Withdrawn,13,2024-12-11,2025-09-30,Other,Other Sponsor #386,Alzheimer's Disease,293
NCT100003755,Interventional,Phase 4,"Active, not recruiting",23,2017-05-29,,Other,Other Sponsor #102,HIV Infections,
NCT100003756,Interventional,Phase 1,Completed,690,2011-08-19,2014-05-31,Other,Other Sponsor #398,Hypertension,1016
NCT100003757,Interventional,Phase 3,Completed,69,2013-03-09,2016-01-09,NIH,NIH Sponsor #231,Migraine,1036
NCT100003758,Interventional,Phase 4,Completed,240,2022-10-12,2026-01-28,Industry,Industry Sponsor #155,Non-Small Cell Lung Cancer,1204
NCT100003759,Interventional,Phase 2,Completed,64,2014-08-13,2016-01-20,Industry,Industry Sponsor #243,Coronary Artery Disease,525
NCT100003760,Interventional,Phase 1,Completed,38,2014-12-24,2017-04-02,Other,Other Sponsor #396,Obesity,830
NCT100003761,Interventional,Phase 4,Completed,12,2024-07-09,2026-09-05,Other,Other Sponsor #112,Schizophrenia,788
NCT100003762,Interventional,Phase 1,Withdrawn,65,2016-06-08,2017-07-02,Industry,Industry Sponsor #61,Parkinson's Disease,389
NCT100003763,Interventional,Phase 2,Completed,229,2020-10-02,2024-02-01,Other,Other Sponsor #361,HIV Infections,1217
NCT100003764,Interventional,Phase 1,Terminated,1358,2015-10-12,2016-05-15,Industry,Industry Sponsor #381,Type 2 Diabetes Mellitus,216
NCT100003765,Interventional,Phase 1,Completed,291,2015-11-01,2017-09-13,Other,Other Sponsor #189,Coronary Artery Disease,682
NCT100003766,Interventional,Phase 1,Completed,25,2021-08-12,2023-08-02,Industry,Industry Sponsor #378,Migraine,720
NCT100003767,Interventional,Phase 2,Terminated,187,2020-05-15,2021-03-10,Other,Other Sponsor #299,Chronic Kidney Disease,299
NCT100003768,Interventional,Phase 1,Completed,2597,2022-11-08,2026-08-14,Industry,Industry Sponsor #150,Parkinson's Disease,1375
NCT100003769,Interventional,Phase 2,Completed,148,2022-10-15,2024-10-21,Other,Other Sponsor #324,Migraine,737
NCT100003770,Interventional,Phase 2,Terminated,19,2022-06-23,2023-01-15,Industry,Industry Sponsor #138,Schizophrenia,206
NCT100003771,Interventional,Phase 2,Completed,39,2018-08-12,2020-05-11,Industry,Industry Sponsor #83,Hypertension,638
NCT100003772,Interventional,Phase 3,Completed,249,2013-04-17,2015-09-27,Industry,Industry Sponsor #331,Coronary Artery Disease,893
NCT100003773,Interventional,Phase 1,"Active, not recruiting",69,2015-04-03,,Other,Other Sponsor #342,Type 2 Diabetes Mellitus,
NCT100003774,Interventional,Phase 3,Completed,177,2019-05-07,2021-05-07,Industry,Industry Sponsor #356,HIV Infections,731
NCT100003775,Interventional,Phase 2,Completed,466,2025-03-26,2025-12-31,Other,Other Sponsor #369,Migraine,280
NCT100003776,Interventional,Phase 2,Completed,159,2012-02-26,2013-12-08,Other,Other Sponsor #104,Breast Cancer,651
NCT100003777,Interventional,Phase 2,Completed,18,2018-02-07,2022-07-22,Other,Other Sponsor #384,Osteoarthritis,1626
NCT100003778,Interventional,Phase 2,Completed,17,2015-11-07,2017-12-11,Other,Other Sponsor #97,HIV Infections,765
NCT100003779,Interventional,Phase 2,Completed,42,2021-02-24,2022-10-02,NIH,NIH Sponsor #213,Hypertension,585
NCT100003780,Interventional,Phase 1,Recruiting,24,2018-09-17,,Other,Other Sponsor #124,Type 2 Diabetes Mellitus,
NCT100003781,Interventional,Phase 1,Completed,85,2015-01-02,2017-02-23,Other,Other Sponsor #349,Alzheimer's Disease,783
NCT100003782,Interventional,Phase 2,Completed,84,2016-10-31,2018-05-28,Industry,Industry Sponsor #107,Obesity,574
NCT100003783,Interventional,Phase 1,Completed,173,2024-09-28,2026-09-02,Industry,Industry Sponsor #380,Parkinson's Disease,704
NCT100003784,Interventional,Phase 4,Completed,16,2025-07-07,2025-12-31,NIH,NIH Sponsor #326,Chronic Kidney Disease,177
NCT100003785,Interventional,Phase 1,Withdrawn,65,2022-11-16,2024-08-02,Industry,Industry Sponsor #109,Psoriasis,625
NCT100003786,Interventional,Phase 1,Completed,1176,2019-10-02,2021-07-01,Industry,Industry Sponsor #185,Coronary Artery Disease,638
NCT100003787,Interventional,Phase 1,"Active, not recruiting",39,2011-12-06,,Other,Other Sponsor #57,Alzheimer's Disease,
NCT100003788,Interventional,Phase 2,Completed,1794,2023-06-07,2025-12-06,Industry,Industry Sponsor #291,Psoriasis,913
NCT100003789,Interventional,Phase 3,"Active, not recruiting",26,2021-01-17,,Other,Other Sponsor #325,Osteoarthritis,
NCT100003790,Interventional,Phase 3,Completed,6,2014-03-31,2016-01-23,Other,Other Sponsor #225,Non-Small Cell Lung Cancer,663
NCT100003791,Interventional,Phase 3,Completed,58,2021-05-22,2024-03-20,Industry,Industry Sponsor #111,Migraine,1033
NCT100003792,Interventional,Phase 4,Completed,7,2014-04-10,2017-03-21,Other,Other Sponsor #33,Chronic Obstructive Pulmonary Disease,1076
NCT100003793,Interventional,Phase 3,Completed,19,2013-11-08,2016-05-15,Other,Other Sponsor #282,Rheumatoid Arthritis,919
NCT100003794,Interventional,Phase 1,Completed,11,2016-04-26,2018-01-08,Other,Other Sponsor #1,Alzheimer's Disease,622
NCT100003795,Interventional,Phase 4,"Active, not recruiting",61,2021-07-23,,Industry,Industry Sponsor #142,Hypertension,
NCT100003796,Interventional,Phase 2,Terminated,58,2018-03-29,2019-08-31,Industry,Industry Sponsor #102,Hypertension,520
NCT100003797,Interventional,Phase 1,Withdrawn,58,2017-05-19,2018-04-18,Other,Other Sponsor #270,Osteoarthritis,334
NCT100003798,Interventional,Phase 3,Completed,970,2020-01-29,2022-09-13,Industry,Industry Sponsor #353,Breast Cancer,958
NCT100003799,Interventional,Phase 2,Completed,21,2013-08-26,2015-06-12,Industry,Industry Sponsor #334,Major Depressive Disorder,655
NCT100003800,Interventional,Phase 2,Completed,65,2014-01-23,2015-10-10,Industry,Industry Sponsor #192,Type 2 Diabetes Mellitus,625
NCT100003801,Interventional,Phase 1,Terminated,189,2012-09-08,2013-04-26,Other,Other Sponsor #125,Chronic Obstructive Pulmonary Disease,230
NCT100003802,Interventional,Phase 2,Unknown status,651,2018-02-03,,Industry,Industry Sponsor #129,Parkinson's Disease,
NCT100003803,Interventional,Phase 2,Completed,97,2016-03-30,2020-05-12,Industry,Industry Sponsor #8,Migraine,1504
NCT100003804,Interventional,Phase 1,Completed,88,2012-12-04,2014-08-18,Industry,Industry Sponsor #344,Ulcerative Colitis,622
NCT100003805,Interventional,Phase 2,Completed,16,2020-04-27,2021-09-17,Industry,Industry Sponsor #233,Obesity,508
NCT100003806,Interventional,Phase 3,"Active, not recruiting",663,2021-10-23,,Industry,Industry Sponsor #297,Alzheimer's Disease,
NCT100003807,Interventional,Phase 2,Recruiting,14,2022-09-05,,Industry,Industry Sponsor #101,Type 2 Diabetes Mellitus,
NCT100003808,Interventional,Phase 1,Completed,451,2020-02-29,2021-09-07,Industry,Industry Sponsor #258,Multiple Sclerosis,556
NCT100003809,Interventional,Phase 4,Completed,46,2023-06-18,2025-11-16,Other,Other Sponsor #357,Multiple Sclerosis,882
NCT100003810,Interventional,Phase 4,Completed,46,2014-08-26,2017-07-26,Industry,Industry Sponsor #49,Rheumatoid Arthritis,1065
NCT100003811,Interventional,Phase 1,Completed,30,2019-04-10,2020-12-16,Industry,Industry Sponsor #162,Multiple Sclerosis,616
NCT100003812,Interventional,Phase 3,Completed,159,2025-06-01,2025-12-31,NIH,NIH Sponsor #206,Alzheimer's Disease,213
NCT100003813,Interventional,Phase 1,Completed,35,2023-05-30,2025-06-29,Other,Other Sponsor #70,Non-Small Cell Lung Cancer,761
NCT100003814,Interventional,Phase 1,"Active, not recruiting",152,2013-03-09,,Industry,Industry Sponsor #301,Asthma,
NCT100003815,Interventional,Phase 1,Withdrawn,123,2014-08-25,2014-12-24,Industry,Industry Sponsor #49,Schizophrenia,121
NCT100003816,Interventional,Phase 1,Terminated,910,2022-09-22,2024-05-19,Industry,Industry Sponsor #108,Major Depressive Disorder,605
NCT100003817,Interventional,Phase 1,Completed,25,2017-05-31,2019-07-04,Other,Other Sponsor #265,Major Depressive Disorder,764
NCT100003818,Interventional,Phase 3,Recruiting,252,2021-12-06,,Industry,Industry Sponsor #131,Obesity,
NCT100003819,Interventional,Phase 3,Completed,1565,2012-12-17,2015-03-18,Industry,Industry Sponsor #96,Coronary Artery Disease,821
NCT100003820,Interventional,Phase 3,Completed,490,2021-05-09,2023-10-19,Industry,Industry Sponsor #3,Osteoarthritis,893
NCT100003821,Interventional,Phase 2,Completed,53,2019-01-13,2020-10-13,Industry,Industry Sponsor #382,Osteoarthritis,639
NCT100003822,Interventional,Phase 4,Recruiting,148,2016-09-21,,Industry,Industry Sponsor #326,Alzheimer's Disease,
NCT100003823,Interventional,Phase 3,Terminated,33,2013-07-07,2014-02-11,NIH,NIH Sponsor #91,Alzheimer's Disease,219
NCT100003824,Interventional,Phase 2,Completed,346,2022-03-06,2025-08-29,Other,Other Sponsor #91,Chronic Kidney Disease,1272
NCT100003825,Interventional,Phase 2,Completed,35,2012-11-26,2014-05-25,Industry,Industry Sponsor #200,Psoriasis,545
NCT100003826,Interventional,Phase 1,Terminated,156,2011-12-20,2012-06-18,Other,Other Sponsor #54,Psoriasis,181
NCT100003827,Interventional,Phase 1,Terminated,46,2025-03-17,2026-01-18,Industry,Industry Sponsor #190,HIV Infections,307
NCT100003828,Interventional,Phase 3,Unknown status,75,2019-02-09,,Other,Other Sponsor #202,Multiple Sclerosis,
NCT100003829,Interventional,Phase 3,Completed,47,2024-12-20,2026-10-16,Industry,Industry Sponsor #358,Obesity,665
NCT100003830,Interventional,Phase 3,Terminated,151,2020-07-27,2021-03-08,Other,Other Sponsor #174,Rheumatoid Arthritis,224
NCT100003831,Interventional,Phase 1,Recruiting,5,2022-12-26,,Other,Other Sponsor #199,Osteoarthritis,
NCT100003832,Interventional,Phase 1,Terminated,597,2018-09-19,2019-10-13,Industry,Industry Sponsor #81,Obesity,389
NCT100003833,Interventional,Phase 3,Completed,38,2014-02-15,2017-03-12,Industry,Industry Sponsor #139,Coronary Artery Disease,1121
NCT100003834,Interventional,Phase 2,Recruiting,48,2011-02-08,,Industry,Industry Sponsor #127,Breast Cancer,
NCT100003835,Interventional,Phase 3,Completed,46,2022-04-02,2024-08-04,Industry,Industry Sponsor #152,Osteoarthritis,855
NCT100003836,Interventional,Phase 3,Recruiting,76,2013-04-08,,NIH,NIH Sponsor #389,Hypertension,
NCT100003837,Interventional,Phase 2,Completed,281,2014-09-22,2016-11-07,Industry,Industry Sponsor #257,Chronic Kidney Disease,777
NCT100003838,Interventional,Phase 4,Completed,131,2020-11-15,2024-04-01,Industry,Industry Sponsor #237,Alzheimer's Disease,1233
NCT100003839,Interventional,Phase 1,Terminated,63,2017-08-15,2018-08-31,Other,Other Sponsor #195,Asthma,381
NCT100003840,Interventional,Phase 3,Unknown status,134,2014-02-01,,Other,Other Sponsor #141,Obesity,
NCT100003841,Interventional,Phase 3,"Active, not recruiting",24,2013-04-19,,Other,Other Sponsor #10,Rheumatoid Arthritis,
NCT100003842,Interventional,Phase 2,Completed,37,2020-06-08,2022-01-18,Industry,Industry Sponsor #68,Coronary Artery Disease,589
NCT100003843,Interventional,Phase 2,Recruiting,882,2014-06-03,,Industry,Industry Sponsor #204,Non-Small Cell Lung Cancer,
NCT100003844,Interventional,Phase 3,Unknown status,589,2013-06-14,,Other,Other Sponsor #325,Coronary Artery Disease,
NCT100003845,Interventional,Phase 2,"Active, not recruiting",85,2018-01-19,,Industry,Industry Sponsor #98,HIV Infections,
NCT100003846,Interventional,Phase 1,"Active, not recruiting",54,2012-10-11,,Other,Other Sponsor #302,Coronary Artery Disease,
NCT100003847,Interventional,Phase 1,Completed,382,2016-04-20,2018-08-08,Other,Other Sponsor #341,Major Depressive Disorder,840
NCT100003848,Interventional,Phase 1,"Active, not recruiting",33,2024-12-06,,Industry,Industry Sponsor #368,HIV Infections,
NCT100003849,Interventional,Phase 1,Unknown status,587,2013-10-02,,Industry,Industry Sponsor #14,Migraine,
NCT100003850,Interventional,Phase 1,Terminated,63,2015-01-18,2016-10-06,Industry,Industry Sponsor #17,Chronic Kidney Disease,627
NCT100003851,Interventional,Phase 1,Recruiting,153,2022-04-18,,Industry,Industry Sponsor #15,Alzheimer's Disease,
NCT100003852,Interventional,Phase 2,Terminated,43,2025-09-03,2026-04-26,Industry,Industry Sponsor #390,Chronic Obstructive Pulmonary Disease,235
NCT100003853,Interventional,Phase 1,Completed,320,2018-07-02,2022-07-07,Other,Other Sponsor #341,Parkinson's Disease,1466
NCT100003854,Interventional,Phase 3,Withdrawn,45,2017-02-19,2018-02-24,Industry,Industry Sponsor #274,Coronary Artery Disease,370
NCT100003855,Interventional,Phase 3,Withdrawn,144,2014-11-22,2015-10-03,Industry,Industry Sponsor #46,Hypertension,315
NCT100003856,Interventional,Phase 2,Completed,62,2024-05-18,2026-05-01,Industry,Industry Sponsor #129,Hypertension,713
NCT100003857,Interventional,Phase 1,Withdrawn,550,2016-04-07,2017-02-17,Industry,Industry Sponsor #303,Hypertension,316
NCT100003858,Interventional,Phase 1,"Active, not recruiting",39,2013-10-24,,Industry,Industry Sponsor #83,Type 2 Diabetes Mellitus,
NCT100003859,Interventional,Phase 2,Completed,15,2019-09-15,2021-10-13,Other,Other Sponsor #214,Chronic Kidney Disease,759
NCT100003860,Interventional,Phase 3,Terminated,181,2021-01-05,2021-07-04,Industry,Industry Sponsor #21,Rheumatoid Arthritis,180
NCT100003861,Interventional,Phase 1,Completed,44,2016-04-26,2017-11-18,Other,Other Sponsor #257,Multiple Sclerosis,571
NCT100003862,Interventional,Phase 2,Unknown status,15,2022-01-07,,Other,Other Sponsor #108,Hypertension,
NCT100003863,Interventional,Phase 2,Terminated,26,2019-04-09,2019-12-28,Other,Other Sponsor #344,Osteoarthritis,263
NCT100003864,Interventional,Phase 1,Completed,241,2014-02-06,2016-09-10,Other,Other Sponsor #41,Parkinson's Disease,947
NCT100003865,Interventional,Phase 1,Completed,52,2012-09-19,2014-02-05,Other,Other Sponsor #254,Rheumatoid Arthritis,504
NCT100003866,Interventional,Phase 3,Withdrawn,173,2013-05-11,2014-08-26,Industry,Industry Sponsor #9,Coronary Artery Disease,472
NCT100003867,Interventional,Phase 1,Terminated,58,2014-06-07,2015-02-19,Other,Other Sponsor #336,Hypertension,257
NCT100003868,Interventional,Phase 1,Terminated,23,2011-03-13,2012-02-25,Other,Other Sponsor #324,Rheumatoid Arthritis,349
NCT100003869,Interventional,Phase 4,Completed,31,2021-06-13,2023-07-02,Other,Other Sponsor #312,Obesity,749
NCT100003870,Interventional,Phase 2,Completed,35,2013-06-24,2015-01-26,Industry,Industry Sponsor #151,Chronic Obstructive Pulmonary Disease,581
NCT100003871,Interventional,Phase 1,Completed,45,2018-08-28,2021-04-26,Other,Other Sponsor #327,Schizophrenia,972
NCT100003872,Interventional,Phase 4,Completed,80,2022-09-22,2024-03-16,Other,Other Sponsor #296,Asthma,541
NCT100003873,Interventional,Phase 1,Completed,240,2014-04-28,2016-11-07,Industry,Industry Sponsor #364,Multiple Sclerosis,924
NCT100003874,Interventional,Phase 1,Terminated,79,2025-08-26,2026-02-06,Industry,Industry Sponsor #222,Asthma,164
NCT100003875,Interventional,Phase 2,Completed,15,2025-12-16,2025-12-31,Industry,Industry Sponsor #86,Asthma,15
NCT100003876,Interventional,Phase 4,Completed,31,2024-07-22,2026-10-11,Industry,Industry Sponsor #145,Hypertension,811
NCT100003877,Interventional,Phase 4,Completed,533,2020-10-27,2023-01-10,Industry,Industry Sponsor #361,Ulcerative Colitis,805
NCT100003878,Interventional,Phase 4,Completed,59,2017-07-10,2019-12-29,Industry,Industry Sponsor #145,Schizophrenia,902
NCT100003879,Interventional,Phase 1,Completed,131,2020-11-01,2024-05-09,Industry,Industry Sponsor #303,Multiple Sclerosis,1285
